공시연도,대표학교코드,학교코드,학교명,본분교명,대학구분,학교종류,설립유형,지역명,학교상태,입학정원(학부),재학생수(학부),신입생경쟁률(학부),신입생충원율(학부),신입생충원율(학부)_기준년도,재학생충원율,재학생충원율_확보상태,raw_source_url
2026,0000206,0000206,한일장신대학교,본교,대학,대학교,사립,전북,기존,219,699,1.5,60.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000220,0000220,한중대학교,본교,대학,대학교,사립,강원,폐교,0,0,0,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000647,0000647,합동신학대학원대학교,본교,대학원대학,전문대학원,사립,경기,기존,101,216,-,82.2,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000207,0000207,협성대학교,본교,대학,대학교,사립,경기,기존,1004,3773,8.3,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000556,0000556,혜전대학교,본교,전문대학,전문대학,사립,충남,기존,882,2943,6.4,95.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000208,0000208,호남대학교,본교,대학,대학교,사립,광주,기존,1537,6223,5.2,95.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000209,0000209,호남신학대학교,본교,대학,대학교,사립,광주,기존,119,396,1.2,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000415,0000415,호산대학교,본교,전문대학,전문대학,사립,경북,기존,676,2479,4.1,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000211,0000211,호서대학교,본교,대학,대학교,사립,충남,기존,2881,11923,6.6,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000282,0000282,호원대학교,본교,대학,산업대학,사립,전북,기존,1026,5013,10.2,97.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000212,0002949,홍익대학교,제2캠퍼스,대학,대학교,사립,세종,기존,1330,5518,6.8,99.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000212,0000212,홍익대학교,본교,대학,대학교,사립,서울,기존,2371,12368,17.9,99.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000233,0000233,화성의과학대학교,본교,대학,대학교,사립,경기,기존,282,533,5.6,81.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000333,0000333,화신사이버대학교,본교,대학,사이버대학(대학),사립,부산,기존,568,2093,1.5,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000648,0000648,횃불트리니티신학대학원대학교,본교,대학원대학,전문대학원,사립,서울,기존,138,380,-,97.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
