reference_year,row_no,university_name,school_type,founding_type,region_name,size_group,university_total_settlement,books_purchase_expense,serials_purchase_expense,non_book_purchase_expense,electronic_resources_total,electronic_journals_expense,web_db_expense,subscribed_ebook_expense,other_electronic_resources_expense,total_material_purchase_expense,enrolled_students_current_year,material_purchase_expense_per_student,source_file_name,metric_calc_status,metric_value_was_infinite_or_invalid,scope_school_id,is_scope34_exact,is_comparison11,standardization_source,material_purchase_expense_per_student_formula_recalculated
2020,57,광운대학교,대학,사립,서울,B그룹,118019505610,295923800,15083750,2945790,798274154,171370392,0,8000000,1291597886,1291597886,9561,135090.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified,135090.25060140152
2020,80,국민대학교,대학,사립,서울,A그룹,232999841127,476175703,83824297,2008026,686013445,453718529,0,78260000,1780000000,1780000000,18582,95791.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified,95791.62630502637
2020,130,덕성여자대학교,대학,사립,서울,B그룹,80010971335,207995606,39412640,5349783,168434443,108988426,0,44400000,574580898,574580898,5928,96926.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified,96926.60222672064
2020,132,동국대학교,대학,사립,서울,A그룹,349575309182,751813470,123264123,10250000,1011350310,441739217,0,76592700,2415009820,2415009820,17498,138016.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified,138016.3344382215
2020,135,동덕여자대학교,대학,사립,서울,B그룹,88725616714,158522394,59215125,2646380,204386710,148401532,0,28180000,601352141,601352141,7139,84234.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified,84234.78652472336
2020,183,삼육대학교,대학,사립,서울,B그룹,87828306338,221759390,23288520,132000,57035000,106294142,0,81490524,489999576,489999576,5890,83191.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified,83191.77860780984
2020,185,상명대학교,대학,사립,서울,A그룹,167212801124,373562661,59425900,10142160,364276206,139212962,0,96271048,1042890937,1042890937,13947,74775.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified,74775.28766042876
2020,188,서강대학교,대학,사립,서울,A그룹,160215187677,777758010,73788352,4145580,1053007459,526197569,0,70555000,2505451970,2505451970,11194,223821.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified,223820.97284259426
2020,189,서경대학교,대학,사립,서울,B그룹,82720769081,473284300,45637600,6257420,113225903,2530000,0,33000000,673935223,673935223,6892,97785.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified,97785.1455310505
2020,196,서울기독대학교,대학,사립,서울,C그룹,8593751160,12158165,3289500,1293720,0,8366000,0,4900000,30007385,30007385,731,41049.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified,41049.774281805745
2020,209,서울여자대학교,대학,사립,서울,B그룹,92196734619,211460740,25150500,3789120,318131207,98766433,0,54620000,711918000,711918000,7368,96623.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified,96622.96416938111
2020,213,서울한영대학교,대학,사립,서울,C그룹,8332457451,20186880,10846625,780780,0,23858500,0,0,55672785,55672785,895,62204.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified,62204.22905027933
2020,223,성공회대학교,대학,사립,서울,C그룹,28468207316,64447539,17096529,2000000,51736164,45950087,0,6954836,188185155,188185155,2430,77442.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified,77442.45061728395
2020,224,성균관대학교,대학,사립,서울,A그룹,589821444928,955831591,420985661,11831320,2324176649,1384621541,0,112534794,5209981556,5209981556,27097,192271.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified,192271.52658965936
2020,227,성신여자대학교,대학,사립,서울,A그룹,147579304494,239247024,53224208,17876890,292958987,243264028,0,53388320,899959457,899959457,9735,92445.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified,92445.75829481253
2020,233,세종대학교,대학,사립,서울,A그룹,184170563846,131417262,39509321,0,937639886,433030657,0,67920000,1609517126,1609517126,14208,113282.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified,113282.45537725225
2020,244,숙명여자대학교,대학,사립,서울,A그룹,167335125591,367049770,46909859,735980,1217169007,288713269,0,93610020,2014187905,2014187905,12342,163197.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified,163197.85326527306
2020,249,숭실대학교,대학,사립,서울,A그룹,226843000321,796386088,73837059,19547710,826256461,418418942,0,81124037,2215570297,2215570297,16211,136670.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified,136670.79742150393
2020,269,연세대학교,대학,사립,서울,A그룹,974410991072,1146974215,502949132,67146320,5459159492,1391363789,0,62977510,8630570458,8630570458,30301,284827.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified,284827.9085838751
2020,304,이화여자대학교,대학,사립,서울,A그룹,387563282930,749632285,693355263,6913050,2389311391,905434776,0,70884800,4815531565,4815531565,21700,221913.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified,221913.8970046083
2020,313,장로회신학대학교,대학,사립,서울,C그룹,31493500543,82120801,50106460,1635070,45812929,7577976,0,3000000,190253236,190253236,2216,85854.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified,85854.34837545126
2020,334,중앙대학교,대학,사립,서울,A그룹,410517505853,718033413,246963226,30754196,1510629766,871337822,0,119777060,3497495483,3497495483,28981,120682.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified,120682.36027052207
2020,348,총신대학교,대학,사립,서울,C그룹,44600046066,116267373,69450890,0,49855201,74650688,0,10000000,320224152,320224152,3825,83718.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified,83718.73254901961
2020,349,추계예술대학교,대학,사립,서울,C그룹,21415020872,63868800,18330000,11631200,12908000,3292500,0,10923000,120953500,120953500,1325,91285.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified,91285.6603773585
2020,378,한국성서대학교,대학,사립,서울,C그룹,17731835305,25450440,15080100,1880000,0,35520634,0,19196009,97127183,97127183,1280,75880.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified,75880.61171875
2020,384,한국외국어대학교,대학,사립,서울,A그룹,241025240876,791849014,142897188,1415588,1155501004,350202020,0,47660544,2489525358,2489525358,20430,121856.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified,121856.35624082232
2020,436,한성대학교,대학,사립,서울,B그룹,98437410155,264724968,39049024,4699280,297806943,125424565,0,38260000,769964780,769964780,7482,102909.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified,102908.95215183106
2020,439,한양대학교,대학,사립,서울,A그룹,607510252731,664438806,124168690,9908290,3341913115,1075600223,0,97436650,5313465774,5313465774,22902,232008.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified,232008.81032224259
2020,454,홍익대학교,대학,사립,서울,A그룹,379773192174,747419864,96566640,21701700,1738639912,484030576,0,17439000,3105797692,3105797692,21986,141262.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified,141262.51669244064
2021,8,감리교신학대학교,대학,사립,서울,C그룹,16731953856,53407050,5628294,0,24169000,14545515,0,22129007,119878866,119878866,1526,78557.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified,78557.57929226737
2021,12,강서대학교,대학,사립,서울,C그룹,16891678373,40793318,6932594,109890,25048000,30836102,0,2200000,105919904,105919904,1490,71087.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified,71087.18389261745
2021,18,건국대학교,대학,사립,서울,A그룹,257908989678,451341864,77530905,2442280,1303506367,654178584,0,11000000,2500000000,2500000000,20087,124458.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified,124458.6050679544
2021,43,경희대학교,대학,사립,서울,A그룹,463798203859,585905295,24527302,2058300,3780911160,846205004,0,176265464,5415872525,5415872525,33373,162283.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified,162283.05890989723
2021,48,고려대학교,대학,사립,서울,A그룹,577740730360,1011939461,518327977,839470,4355927385,1156839179,0,291793293,7335666765,7335666765,29580,247994.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified,247994.14350912778
2021,57,광운대학교,대학,사립,서울,B그룹,116809372876,344241279,14204160,2493360,745086557,245475765,0,55421930,1406923051,1406923051,9609,146417.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified,146417.21833697575
2021,80,국민대학교,대학,사립,서울,A그룹,296671573088,391716303,61883697,491456,581621184,332434360,0,73400000,1441547000,1441547000,18122,79546.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified,79546.79395210242
2021,130,덕성여자대학교,대학,사립,서울,B그룹,80153823955,207249349,34462800,5157880,145879007,105546770,0,63695160,561990966,561990966,5806,96794.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified,96794.86152256286
2021,132,동국대학교,대학,사립,서울,A그룹,234342383313,586264168,111027903,10484090,1242274594,532403397,0,0,2482454152,2482454152,17539,141539.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified,141539.092992759
2021,135,동덕여자대학교,대학,사립,서울,B그룹,90602645746,223606322,21378876,3000000,196173614,138008066,0,21000000,603166878,603166878,7211,83645.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified,83645.38593815005
2021,183,삼육대학교,대학,사립,서울,B그룹,79685173839,208424691,17372230,0,57494000,137219981,0,65092229,485603131,485603131,5975,81272.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified,81272.49054393306
2021,185,상명대학교,대학,사립,서울,A그룹,160217124705,343406102,51422640,5654300,356655243,147216365,0,115626710,1019981360,1019981360,13594,75031.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified,75031.73164631455
2021,188,서강대학교,대학,사립,서울,A그룹,155291703163,799259749,74978335,3338880,1093364097,731440093,0,104111515,2806492669,2806492669,11053,253912.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified,253912.30154709128
2021,189,서경대학교,대학,사립,서울,B그룹,79456321103,517867690,40491850,2699440,114279665,2530000,0,29760000,707628645,707628645,6665,106170.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified,106170.83945986496
2021,196,서울기독대학교,대학,사립,서울,C그룹,6657690680,9933470,1526000,316400,8775000,0,0,0,20550870,20550870,704,29191.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified,29191.576704545456
2021,209,서울여자대학교,대학,사립,서울,B그룹,92348043731,199187045,23801200,1815880,311186879,102455043,0,65766678,704212725,704212725,7392,95266.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified,95266.87297077922
2021,213,서울한영대학교,대학,사립,서울,C그룹,8165459750,15489920,10716020,536800,21698000,2962500,0,0,51403240,51403240,925,55571.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified,55571.07027027027
