학교명,법인명,학급,설립,학종,지역,회계,회계연도,1.자금수입총계[1135],2.운영수입[1086],3.등록금및수강료수입[1001],4.등록금수입[1002],5.입학금[1003],6.학부생입학금[1004],6.대학원생입학금[1005],6.기타입학금,5.수업료[1007],6.학부생수업료[1008],6.대학원생수업료[1009],6.계절학기수업료[1010],4.수강료수입[1011],5.단기수강료[1012],5.시간제등록금,3.전입및기부수입[1013],4.전입금수입[1014],5.경상비전입금[1015],5.법정부담전입금[1020],6.교원법정전입금(1)[1385],7.교원사학연금전입금(1)[1386],7.교원국민연금전입금(1)[1387],7.교원건강보험전입금(1)[1388],7.교원산재·고용보험전입금(1)[1389],7.교원퇴직수당전입금(1)[1507],6.직원법정전입금(2)[1390],7.직원사학연금전입금(2)[1391],7.직원국민연금전입금(2)[1392],7.직원건강보험전입금(2)[1393],7.직원산재·고용보험전입금(2)[1394],7.직원퇴직수당전입금(2)[1508],5.자산전입금[1026],6.자금전입금[1311],6.현물전입금[1312],5.부속병원전입금[1027],5.특별회계전입금[1032],5.교내전입금[1033],5.수익사업전입금[1034],5.등록금회계전입금[1351],6.건축적립금적립액[1509],6.차입원리금상환액[1510],5.비등록금회계전입금,4.기부금수입[1035],5.일반기부금(1)[1036],6.기업체(1)[1037],6.단체및기관(1)[1038],6.개인(1)[1039],5.지정기부금(2)[1040],6.기업체(2)[1041],6.단체및기관(2)[1042],6.개인(2)[1043],5.연구기부금(3)[1044],6.기업체(3)[1045],6.단체및기관(3)[1046],6.개인(3)[1047],4.국고보조금수입[1048],5.교육부[1313],6.국가장학금[1500],6.기타지원금[1501],5.타기관[1314],5.지방자치단체[1315],4.산학협력단및학교기업전입금[1365],5.산학협력단전입금[1297],5.학교기업전입금[1304],3.교육부대수입[1060],4.입시수수료수입[1061],5.입학원서대[1062],5.수험료[1063],4.증명사용료수입[1064],5.증명료[1065],5.대여료및사용료[1066],4.기타교육부대수입[1067],5.논문심사수입[1068],5.실습수입[1069],5.기타교육부대수입[1070],3.교육외수입[1071],4.예금이자수입[1072],5.예금이자[1073],5.기금투자자산처분수입,4.기타교육외수입[1074],5.잡수입[1075],5.특별회계사업수입[1301],4.수익재산수입[1081],5.임대료수입[1082],5.배당금수입[1083],5.임농수산물수입[1084],5.기타수익재산수입[1085],2.자산및부채수입[1126],3.투자와기타자산수입[1087],4.투자자산수입[1088],5.투자유가증권매각대[1089],5.출자금회수[1090],5.부속병원투자자산회수,5.산학협력단투자자산회수,5.학교기업투자자산회수[1306],5.기타투자자산수입[1091],4.원금보존기금인출수입[1353],5.원금보존연구기금인출[1354],5.원금보존건축기금인출[1355],5.원금보존장학기금인출[1356],5.원금보존퇴직기금인출[1367],5.원금보존특정목적기금인출[1357],4.임의기금인출수입[1092],5.임의연구기금인출[1093],5.임의건축기금인출[1094],5.임의장학기금인출[1095],5.임의퇴직기금인출[1096],5.임의특정목적기금인출[1097],4.기타자산수입[1098],5.전신전화보증금회수[1099],5.임차보증금회수[1100],5.장기대여금회수[1101],5.수익용예금인출[1502],5.기타자산수입[1102],3.고정자산매각수입[1103],4.유형고정자산매각수입[1104],5.토지매각대[1105],5.건물매각대[1106],5.구축물매각대[1107],5.기계기구매각대[1108],5.집기비품매각대[1109],5.컨텐츠매각대[1319],5.차량운반구매각대[1110],5.도서매각대[1111],5.유물매각대[1112],4.무형고정자산매각수입[1113],5.무형고정자산매각대[1114],3.유동부채입금[1115],4.단기차입금[1116],5.단기차입금차입[1117],3.고정부채입금[1118],4.장기차입금[1119],5.장기차입금차입[1120],5.차관도입[1121],5.학교채발행[1122],4.기타고정부채[1123],5.임대보증금수입[1124],5.기타고정부채수입[1125],3.기본금[1371],4.출연기본금[1372],5.설립자기본금[1373],5.법인[1374],2.미사용전기이월자금[1127],3.미사용전기이월자금[1294],4.미사용전기이월자금[1381],1.자금지출총계[1293],2.운영지출[1241],3.보수[1136],4.교원보수[1137],5.교원급여[1138],5.교원상여금[1139],5.교원각종수당[1140],5.교원법정부담금(3)[1141],6.교원사학연금부담금(3)[1395],6.교원국민연금부담금(3)[1396],6.교원건강보험부담금(3)[1397],6.교원산재·고용보험부담금(3)[1398],6.교원퇴직수당부담금(3)[1511],5.시간강의료[1142],5.특별강의료[1143],5.교원퇴직금[1144],5.조교인건비[1145],4.직원보수[1146],5.직원급여[1147],5.직원상여금[1148],5.직원각종수당[1149],5.직원법정부담금(4)[1150],6.직원사학연금부담금(4)[1399],6.직원국민연금부담금(4)[1400],6.직원건강보험부담금(4)[1401],6.직원산재·고용보험부담금(4)[1402],6.직원퇴직수당부담금(4)[1503],5.임시직인건비[1151],5.노임[1152],5.직원퇴직금[1153],3.관리운영비[1154],4.시설관리비[1155],5.건축물관리비[1156],5.장비관리비[1157],5.조경관리비[1158],5.박물관관리비[1159],5.시설용역비[1160],5.보험료[1161],5.리스임차료[1162],5.기타시설관리비[1165],4.일반관리비[1166],5.여비교통비[1167],5.차량유지비[1168],5.소모품비[1169],5.인쇄출판비[1170],5.난방비[1171],5.전기수도료[1172],5.통신비[1173],5.제세공과금[1174],5.지급수수료[1175],4.운영비[1176],5.복리후생비[1177],5.교육훈련비[1178],5.일반용역비[1179],5.업무추진비[1180],5.기관장 업무추진비[1601],5.상임이사 업무추진비[1602],5.기타 업무추진비[1603],5.홍보비[1181],5.회의비[1182],5.행사비[1183],5.선교비[1184],5.기타운영비[1185],3.연구학생경비[1186],4.연구비[1187],5.연구비[1188],5.연구관리비[1189],4.학생경비[1190],5.교외장학금[1368],5.교내장학금[1369],5.장학금[1191],6.내부장학금[1330],6.외부장학금[1331],5.학비감면[1192],5.실험실습비[1193],5.논문심사료[1199],5.학생지원비[1200],5.기타학생경비[1201],4.입시관리비[1202],5.입시수당[1203],5.입시경비[1204],3.교육외비용[1205],4.지급이자[1206],5.지급이자[1207],4.기타교육외비용[1208],5.잡손실[1209],5.특별회계사업비,5.기금투자자산처분손실,3.전출금[1216],4.전출금[1217],5.경상비전출금[1218],5.법정부담전출금[1223],6.교원법정전출금(5)[1403],7.교원사학연금전출금(5)[1404],7.교원국민연금전출금(5)[1405],7.교원건강보험전출금(5)[1406],7.교원산재·고용보험전출금(5)[1407],7.교원퇴직수당전출금(5)[1504],6.직원법정전출금(6)[1408],7.직원사학연금전출금(6)[1409],7.직원국민연금전출금(6)[1410],7.직원건강보험전출금(6)[1411],7.직원산재·고용보험전출금(6)[1412],7.직원퇴직수당전출금(6)[1505],5.자산전출금[1228],6.자금전출금[1341],6.현물전출금[1342],5.부속병원전출금[1233],5.특별회계전출금[1235],5.교내전출금[1240],5.등록금회계전출금,5.비등록금회계전출금[1359],6.건축적립금적립액[1512],6.차입원리금상환액[1513],4.산학협력단및학교기업전출금[1366],5.산학협력단전출금[1296],5.학교기업전출금[1343],3.예비비[1347],4.예비비[1348],5.예비비[1349],2.자산및부채지출[1242],3.투자와기타자산지출[1243],4.설치학교[1375],5.대학[1376],5.전문대학[1377],5.원격대학[1378],5.초중고교[1379],5.부속병원[1380],4.투자자산지출[1244],5.투자유가증권매입대[1245],5.출자금지출[1246],5.부속병원투자지출[1247],5.산학협력단투자자산지출,5.학교기업투자자산지출[1305],5.기타투자자산지출[1248],4.원금보존기금적립지출[1360],5.원금보존연구기금적립[1361],5.원금보존건축기금적립[1362],5.원금보존장학기금적립[1363],5.원금보존퇴직기금적립[1370],5.원금보존특정목적기금적립[1364],4.임의기금적립지출[1249],5.임의연구기금적립[1250],5.임의건축기금적립[1251],5.임의장학기금적립[1252],5.임의퇴직기금적립[1253],5.임의특정목적기금적립[1254],4.기타자산지출[1255],5.전신전화보증금지출[1256],5.임차보증금지출[1257],5.장기대여금지출[1258],5.수익용예금예치[1506],5.기타자산지출[1259],3.고정자산매입지출[1260],4.유형고정자산매입지출[1261],5.토지매입비[1262],5.건물매입비[1263],5.구축물매입비[1264],5.기계기구매입비[1265],5.집기비품매입비[1266],5.컨텐츠매입비[1346],5.차량운반구매입비[1267],5.도서구입비[1268],5.박물관유물구입비[1269],5.건설가계정[1270],4.무형고정자산취득비[1271],5.무형고정자산취득비[1272],3.유동부채상환[1273],4.단기차입금상환[1274],5.단기차입금상환[1275],3.고정부채상환[1276],4.장기차입금상환[1277],5.장기차입금상환[1278],5.차관상환[1279],5.학교채상환[1280],4.기타고정부채상환[1281],5.임대보증금환급[1282],5.장기미지급금상환[1283],5.기타고정부채의상환[1284],2.미사용차기이월자금[1285],3.미사용차기이월자금[1295],4.미사용차기이월자금[1382],7.학부수업료[1604],7.학부계절학기수업료[1605],7.대학원수업료[1606],7.대학원계절학기수업료[1607],5.기타국고지원[1514],5.유동성장기부채상환[1608]
대한신학대학원대학교,대한신학대학원,대학,사립,대학원,경기,교비,2024년,713953.0,3438836.0,1886983.0,1599073.0,51800.0,,51800.0,,1547273.0,,1547273.0,,287910.0,287910.0,,170413.0,96190.0,,96190.0,96190.0,96190.0,,,,,,,,,,,,,,,,,,,,,,73143.0,72743.0,,,72743.0,400.0,,,400.0,,,,,1080.0,,,,,,,,,48472.0,15290.0,,15290.0,5742.0,1847.0,3895.0,27440.0,23000.0,,4440.0,1332968.0,47.0,47.0,,1332921.0,1332921.0,,,,,,,125231.0,45000.0,,,,,,,,,,,,,,,,,,,,45000.0,,45000.0,,,,,,,,,,,,,,,,,80231.0,80231.0,80231.0,,,,,,,,,,,,,-2850114.0,-2850114.0,-2850114.0,713953.0,2970454.0,927509.0,588517.0,401568.0,,12000.0,29740.0,20000.0,,9740.0,,,142309.0,2900.0,,,338993.0,309049.0,300.0,,29644.0,17500.0,3000.0,8000.0,1144.0,,,,,247057.0,54610.0,,12594.0,,,1287.0,3536.0,34924.0,2268.0,65864.0,4808.0,1507.0,6443.0,4192.0,,24231.0,9208.0,9080.0,6395.0,126583.0,19078.0,2614.0,31695.0,,,,150.0,45105.0,6561.0,14250.0,7050.0,80.0,451566.0,,,,449306.0,600.0,429279.0,,,,,,11300.0,8097.0,30.0,2260.0,1990.0,270.0,1344322.0,,,1344322.0,1344322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20455.0,20455.0,,,,,12869.0,,,7586.0,,,,,43712.0,43712.0,43712.0,665300.0,,,,,665300.0,,665300.0,,-2985967.0,-2985967.0,-2985967.0,,,1547273.0,,1080.0,
동방문화대학원대학교,동방대학교,대학,사립,대학원,서울,교비,2024년,5119310.0,3680912.0,3263312.0,2695691.0,90650.0,,90650.0,,2605041.0,,2605041.0,,567622.0,567622.0,,174380.0,120100.0,,120100.0,100000.0,34000.0,,18000.0,,48000.0,20100.0,20100.0,,,,,,,,,,,,,,,,54280.0,36920.0,,,36920.0,17360.0,,,17360.0,,,,,,,,,,,,,,165806.0,27625.0,,27625.0,14881.0,6409.0,8472.0,123300.0,123300.0,,,77413.0,2425.0,2425.0,,74988.0,74988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438399.0,1438399.0,1438399.0,5119310.0,3118051.0,1949287.0,1260071.0,820026.0,,10200.0,116255.0,34936.0,4298.0,21707.0,7182.0,48132.0,299464.0,14125.0,,,689216.0,466716.0,,14050.0,79748.0,31054.0,4556.0,33833.0,4417.0,5888.0,95602.0,,33100.0,487346.0,125305.0,66876.0,32928.0,38.0,,4347.0,3421.0,16115.0,1580.0,161885.0,8707.0,1809.0,19467.0,3368.0,1887.0,76105.0,14057.0,18625.0,17859.0,200156.0,66671.0,,3457.0,,310.0,,1013.0,124213.0,1112.0,3380.0,,,681232.0,120550.0,75600.0,44950.0,557982.0,14200.0,296322.0,,,,,,123300.0,114356.0,9805.0,2700.0,2700.0,,186.0,,,186.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47412.0,47412.0,18653.0,,,7475.0,3482.0,,,17802.0,,,,,,,,,,,,,,,,,1953848.0,1953848.0,1953848.0,,,2605041.0,,,
북한대학원대학교,심연학원,대학,사립,대학원,서울,교비,2024년,3151453.0,2569927.0,1558889.0,1558889.0,60800.0,,60800.0,,1498089.0,,1498089.0,,,,,594799.0,326000.0,216400.0,109600.0,81400.0,37200.0,2400.0,21600.0,1200.0,19000.0,28200.0,15600.0,2400.0,8400.0,1800.0,,,,,,,,,,,,,165180.0,155000.0,153500.0,,1500.0,10180.0,,10180.0,,,,,,103620.0,,,,,,,,,78958.0,6990.0,,6990.0,1016.0,107.0,909.0,70952.0,27850.0,,43102.0,337281.0,328188.0,328188.0,,9093.0,9093.0,,,,,,,5555.0,5555.0,,,,,,,,,,,,,,,,,,,,5555.0,,5555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575971.0,575971.0,575971.0,3151453.0,1779020.0,1164516.0,942175.0,739629.0,,121891.0,68006.0,29071.0,,19536.0,585.0,18814.0,,12650.0,,,222340.0,174414.0,,21724.0,23433.0,13542.0,1145.0,7794.0,951.0,,,2770.0,,162363.0,57729.0,15400.0,697.0,,,2004.0,9166.0,29367.0,1096.0,39745.0,3583.0,5865.0,5731.0,4242.0,904.0,17098.0,1453.0,243.0,626.0,64889.0,8607.0,100.0,9300.0,,11859.0,,6466.0,4277.0,6167.0,10642.0,,7471.0,448182.0,45219.0,12000.0,33219.0,395979.0,100592.0,232660.0,,,,,,27850.0,3800.0,31077.0,6985.0,4586.0,2398.0,3959.0,,,3959.0,3959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519778.0,519778.0,,,,,,,,,,,,,,,,,,,,519778.0,57000.0,312778.0,,,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852655.0,852655.0,852655.0,,,1498089.0,,103620.0,
서울과학종합대학원대학교,서울과학종합대학교,대학,사립,대학원,서울,교비,2024년,26112188.0,23476943.0,21819836.0,17056629.0,480000.0,,480000.0,,16576629.0,,16576629.0,,4763207.0,4763207.0,,404175.0,49000.0,,49000.0,49000.0,49000.0,,,,,,,,,,,,,,,,,,,,,,153175.0,29870.0,1000.0,,28870.0,123305.0,74000.0,13305.0,36000.0,,,,,2000.0,,,,,,200000.0,200000.0,,931527.0,24520.0,,24520.0,53993.0,1585.0,52408.0,853015.0,131600.0,,721415.0,321404.0,244889.0,244889.0,,76515.0,76515.0,,,,,,,20000.0,20000.0,,,,,,,,,,,,,,,,,,,,20000.0,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615245.0,2615245.0,2615245.0,26112188.0,21365713.0,8454163.0,4742679.0,1002123.0,,912370.0,127544.0,76503.0,,50181.0,,861.0,2243171.0,457470.0,,,3711484.0,2641324.0,199534.0,193975.0,186740.0,184761.0,,,,1979.0,394374.0,,95538.0,4052282.0,716407.0,476659.0,150599.0,,,,12539.0,71342.0,5268.0,1195244.0,427768.0,93531.0,63805.0,128973.0,,42077.0,87598.0,273872.0,77620.0,2140631.0,538360.0,70324.0,165596.0,,2358.0,,19747.0,723376.0,8013.0,163592.0,,449266.0,8840664.0,279498.0,170250.0,109248.0,7845369.0,13300.0,2670235.0,,,,,,459800.0,506952.0,4195082.0,715798.0,,715798.0,18604.0,,,18604.0,18604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199359.0,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,,20000.0,,,,179359.0,179359.0,,90893.0,,86133.0,2333.0,,,,,,,,,,,,,,,,,,,,4547116.0,4547116.0,4547116.0,,,16576629.0,,2000.0,
서울미디어대학원대학교,서울미디어대학원대학교,대학,사립,대학원,서울,교비,2024년,12363602.0,5601745.0,2514683.0,2514683.0,152000.0,,152000.0,,2362683.0,,2362683.0,,,,,462639.0,452639.0,300000.0,152639.0,75554.0,50639.0,,24915.0,,,77085.0,36527.0,9494.0,26318.0,4746.0,,,,,,,,,,,,,10000.0,,,,,10000.0,,10000.0,,,,,,,,,,,,,,,2388440.0,9800.0,,9800.0,2354750.0,,2354750.0,23890.0,1050.0,,22840.0,235983.0,212958.0,212958.0,,23025.0,23025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6761857.0,6761857.0,6761857.0,12363602.0,4755333.0,2118974.0,1266485.0,943494.0,,97772.0,75554.0,50639.0,,24915.0,,,145935.0,3730.0,,,852489.0,652039.0,,63999.0,76982.0,36424.0,9494.0,26318.0,4746.0,,31322.0,,28147.0,1449262.0,679290.0,74835.0,31464.0,,,534423.0,5029.0,33538.0,,569040.0,34248.0,6793.0,12564.0,3158.0,20796.0,46699.0,12228.0,414207.0,18346.0,200933.0,17893.0,4919.0,93726.0,,23392.0,,19779.0,18235.0,4621.0,16077.0,,2292.0,1186657.0,9053.0,9053.0,,1170832.0,10000.0,1102700.0,,,,,15012.0,3050.0,32070.0,8000.0,6771.0,5500.0,1271.0,440.0,,,440.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65242.0,65242.0,,,,40241.0,16240.0,,,8761.0,,,,,,,,519790.0,,,,,519790.0,519790.0,,,7023237.0,7023237.0,7023237.0,,,2362683.0,,,
서울벤처대학원대학교,호서학원,대학,사립,대학원,서울,교비,2024년,7125347.0,3551675.0,3152481.0,2336186.0,95469.0,,95469.0,,2240717.0,,2240717.0,,816295.0,816295.0,,50645.0,5000.0,,5000.0,2500.0,2500.0,,,,,2500.0,2500.0,,,,,,,,,,,,,,,,37400.0,35400.0,,,35400.0,2000.0,,,2000.0,,,,,8245.0,,,,,8245.0,,,,161372.0,19300.0,,19300.0,60192.0,782.0,59410.0,81880.0,58520.0,,23360.0,187177.0,186212.0,186212.0,,965.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3573673.0,3573673.0,3573673.0,7125347.0,2979597.0,2205338.0,1471223.0,831416.0,,118011.0,84750.0,45435.0,1794.0,25609.0,2028.0,9883.0,121680.0,315367.0,,,734115.0,342134.0,,99976.0,67086.0,35463.0,1706.0,25316.0,4601.0,,215565.0,,9353.0,374505.0,143286.0,75137.0,27360.0,,,6679.0,159.0,32707.0,1245.0,122707.0,5435.0,4646.0,15254.0,7750.0,,43742.0,10867.0,10670.0,24344.0,108511.0,11162.0,2855.0,17370.0,,2695.0,,90.0,6101.0,7425.0,19659.0,3728.0,37427.0,399753.0,,,,384104.0,2000.0,310337.0,,,,,,58520.0,6053.0,7194.0,15649.0,5760.0,9889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285746.0,149755.0,,,,,,,,,,,,,,,,,,,,149755.0,17512.0,131811.0,433.0,,,,,,,,,135991.0,135991.0,,,,473.0,135518.0,,,,,,,,,,,,,,,,,,,,3860005.0,3860005.0,3860005.0,,,2240717.0,,,
서울불교대학원대학교,보문학원,대학,사립,대학원,서울,교비,2024년,3264736.0,2749510.0,2492906.0,1871980.0,59600.0,,59600.0,,1812380.0,,1812380.0,,620926.0,620926.0,,188804.0,114944.0,,114944.0,79516.0,40176.0,3301.0,23785.0,3521.0,8733.0,35428.0,18953.0,1721.0,12384.0,2370.0,,,,,,,,,,,,,25200.0,,,,,25200.0,,24000.0,1200.0,,,,,48660.0,48660.0,,48660.0,,,,,,54784.0,7360.0,,7360.0,2674.0,769.0,1905.0,44750.0,21000.0,,23750.0,13016.0,12480.0,12480.0,,536.0,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515226.0,515226.0,515226.0,3264736.0,2485960.0,1686968.0,1302263.0,686920.0,,185419.0,79516.0,40176.0,3301.0,23785.0,3521.0,8733.0,130842.0,219565.0,,,384705.0,128100.0,,62360.0,35428.0,18953.0,1721.0,12384.0,2370.0,,101150.0,,57668.0,498739.0,68046.0,27994.0,33845.0,,,4234.0,1702.0,,270.0,273984.0,351.0,3077.0,27390.0,9549.0,8931.0,19689.0,10108.0,188949.0,5940.0,156709.0,6700.0,768.0,137780.0,,,,860.0,1738.0,5311.0,2166.0,,1387.0,300253.0,25000.0,25000.0,,267893.0,,230865.0,,,,,,21000.0,9538.0,6490.0,7360.0,6254.0,1106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66275.0,66275.0,,,,31745.0,18720.0,,,15810.0,,,,,,,,,,,,,,,,,712501.0,712501.0,712501.0,,,1812380.0,,,
서울상담심리대학원대학교,용문학원,대학,사립,대학원,서울,교비,2024년,18759870.0,2526925.0,1143777.0,1136127.0,38400.0,,38400.0,,1097727.0,,1097727.0,,7650.0,7650.0,,145200.0,143600.0,,143600.0,62084.0,35790.0,3331.0,20383.0,2580.0,,81516.0,28208.0,13053.0,30442.0,9724.0,89.0,,,,,,,,,,,,1600.0,,,,,1600.0,,,1600.0,,,,,,,,,,,,,,597280.0,7500.0,,7500.0,64374.0,54.0,64320.0,525406.0,7800.0,,517606.0,640668.0,633946.0,633946.0,,6722.0,6722.0,,,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,,,,,50000.0,50000.0,,,,,,16182945.0,16182945.0,16182945.0,18759870.0,2982797.0,1926745.0,1095325.0,637330.0,1000.0,112700.0,61943.0,35780.0,3331.0,20257.0,2575.0,,,246080.0,36272.0,,831420.0,609129.0,3700.0,125751.0,81163.0,28208.0,13011.0,30130.0,9725.0,89.0,,,11677.0,765169.0,408672.0,113199.0,65679.0,10066.0,,111954.0,1206.0,106547.0,21.0,175343.0,1552.0,6185.0,33179.0,5943.0,,57773.0,9591.0,42207.0,18913.0,181154.0,17018.0,,47676.0,,,,,45720.0,7405.0,12234.0,,51101.0,278314.0,52722.0,52722.0,,218092.0,1000.0,208598.0,,,,,,7800.0,694.0,,7500.0,5802.0,1698.0,12569.0,,,12569.0,12569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116847.0,116847.0,,,44060.0,,39999.0,,,32788.0,,,,,,,,,,,,,,,,,15660226.0,15660226.0,15660226.0,,,1097727.0,,,
서울성경신학대학원대학교,순장학원,대학,사립,대학원,서울,교비,2024년,829980.0,726444.0,364180.0,364180.0,,,,,364180.0,,364180.0,,,,,330210.0,168945.0,132327.0,36617.0,26206.0,15418.0,1446.0,6199.0,1168.0,1975.0,10411.0,3290.0,225.0,5108.0,1787.0,,,,,,,,,,,,,161265.0,159265.0,,66780.0,92485.0,2000.0,,,2000.0,,,,,,,,,,,,,,19949.0,1260.0,,1260.0,16609.0,97.0,16512.0,2080.0,850.0,,1230.0,12106.0,10858.0,10858.0,,1248.0,1248.0,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,120.0,120.0,,,,,,103416.0,103416.0,103416.0,829980.0,691702.0,505382.0,358885.0,227813.0,49951.0,3049.0,26206.0,15418.0,1446.0,6199.0,1168.0,1975.0,50115.0,1750.0,,,146498.0,113047.0,,22040.0,10411.0,3290.0,225.0,5108.0,1787.0,,,1000.0,,128392.0,64431.0,5940.0,23007.0,,,13751.0,892.0,6983.0,13858.0,37532.0,195.0,939.0,3279.0,3112.0,457.0,18850.0,7242.0,1309.0,2150.0,26429.0,1676.0,390.0,,,1979.0,,132.0,8229.0,1485.0,11113.0,,1425.0,57927.0,3000.0,3000.0,,53575.0,13910.0,39019.0,,,,,,530.0,,116.0,1353.0,1260.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000.0,15000.0,,,,,,,,,,,,,,,,,,,,15000.0,,,,15000.0,,,,,,,,7000.0,7000.0,,,,,968.0,,,6032.0,,,,,,,,,,,,,,,,,116279.0,116279.0,116279.0,,,364180.0,,,
서울외국어대학원대학교,해광학원,대학,사립,대학원,서울,교비,2024년,3399810.0,2866548.0,2707733.0,2621233.0,65600.0,,65600.0,,2555633.0,,2555633.0,,86500.0,86500.0,,133300.0,116000.0,45942.0,70058.0,49191.0,49191.0,,,,,20867.0,20867.0,,,,,,,,,,,,,,,,17300.0,17300.0,,,17300.0,,,,,,,,,,,,,,,,,,23444.0,18360.0,,18360.0,644.0,644.0,,4440.0,,,4440.0,2071.0,1649.0,1649.0,,422.0,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533263.0,533263.0,533263.0,3399810.0,2280419.0,1549306.0,1200865.0,859855.0,,,95791.0,49191.0,11706.0,27991.0,6904.0,,245219.0,,,,348441.0,314567.0,,,33874.0,20867.0,,13007.0,,,,,,352406.0,179656.0,,12939.0,,,159862.0,5534.0,1320.0,,105404.0,2363.0,7447.0,19917.0,,,60740.0,13187.0,695.0,1055.0,67346.0,1984.0,1002.0,59935.0,,,,,,,,,4425.0,291045.0,,,,280699.0,,266100.0,,,,,,,,14599.0,10347.0,8904.0,1443.0,87662.0,30558.0,30558.0,57104.0,57104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11609.0,11609.0,,,,,11609.0,,,,,,,,,,,765000.0,765000.0,765000.0,,,,,,,342783.0,342783.0,342783.0,,,2555633.0,,,
선학유피대학원대학교,청심학원,대학,사립,대학원,경기,교비,2024년,3742150.0,2372707.0,680038.0,427190.0,18000.0,,18000.0,,409190.0,,409190.0,,252848.0,252848.0,,1001216.0,987800.0,890946.0,96854.0,28312.0,19173.0,,9139.0,,,68542.0,36930.0,5334.0,23541.0,2736.0,,,,,,,,,,,,,13416.0,13416.0,,,13416.0,,,,,,,,,,,,,,,,,,565607.0,2050.0,,2050.0,281759.0,171.0,281588.0,281798.0,2900.0,,278898.0,125846.0,122407.0,122407.0,,3439.0,3439.0,,,,,,,499201.0,466575.0,,,,,,,,,,,,,,463935.0,,463935.0,,,,2640.0,,2640.0,,,,32626.0,32626.0,,,,,1872.0,,30755.0,,,,,,,,,,,,,,,,,,,,870242.0,870242.0,870242.0,3742150.0,2590037.0,1224312.0,421611.0,347949.0,10000.0,33200.0,28312.0,19173.0,,9139.0,,,,2150.0,,,802701.0,327769.0,29000.0,7000.0,68542.0,36930.0,5334.0,23541.0,2736.0,,311081.0,25235.0,34075.0,961734.0,306482.0,17258.0,19553.0,821.0,,225824.0,5743.0,37284.0,,308470.0,3763.0,24319.0,30155.0,1062.0,71256.0,170133.0,4256.0,305.0,3220.0,346783.0,24255.0,3771.0,94170.0,,1818.0,,4168.0,7742.0,4216.0,60447.0,,146196.0,403991.0,5035.0,2621.0,2415.0,396905.0,,158148.0,,,,,,2900.0,235857.0,,2050.0,,2050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607671.0,101591.0,,,,,,,,,,,,,,,,,,,,101591.0,,63735.0,,,37856.0,,,,,,,506081.0,506081.0,,,,3197.0,29654.0,,,9295.0,,463935.0,,,,,,,,,,,,,,,544442.0,544442.0,544442.0,,,409190.0,,,
