학교명,법인명,학급,설립,학종,지역,회계,회계연도,1.자금수입총계[1135],2.운영수입[1086],3.등록금및수강료수입[1001],4.등록금수입[1002],5.입학금[1003],6.학부생입학금[1004],6.대학원생입학금[1005],6.기타입학금,5.수업료[1007],6.학부생수업료[1008],6.대학원생수업료[1009],6.계절학기수업료[1010],4.수강료수입[1011],5.단기수강료[1012],5.시간제등록금,3.전입및기부수입[1013],4.전입금수입[1014],5.경상비전입금[1015],5.법정부담전입금[1020],6.교원법정전입금(1)[1385],7.교원사학연금전입금(1)[1386],7.교원국민연금전입금(1)[1387],7.교원건강보험전입금(1)[1388],7.교원산재·고용보험전입금(1)[1389],7.교원퇴직수당전입금(1)[1507],6.직원법정전입금(2)[1390],7.직원사학연금전입금(2)[1391],7.직원국민연금전입금(2)[1392],7.직원건강보험전입금(2)[1393],7.직원산재·고용보험전입금(2)[1394],7.직원퇴직수당전입금(2)[1508],5.자산전입금[1026],6.자금전입금[1311],6.현물전입금[1312],5.부속병원전입금[1027],5.특별회계전입금[1032],5.교내전입금[1033],5.수익사업전입금[1034],5.등록금회계전입금[1351],6.건축적립금적립액[1509],6.차입원리금상환액[1510],5.비등록금회계전입금,4.기부금수입[1035],5.일반기부금(1)[1036],6.기업체(1)[1037],6.단체및기관(1)[1038],6.개인(1)[1039],5.지정기부금(2)[1040],6.기업체(2)[1041],6.단체및기관(2)[1042],6.개인(2)[1043],5.연구기부금(3)[1044],6.기업체(3)[1045],6.단체및기관(3)[1046],6.개인(3)[1047],4.국고보조금수입[1048],5.교육부[1313],6.국가장학금[1500],6.기타지원금[1501],5.타기관[1314],5.지방자치단체[1315],4.산학협력단및학교기업전입금[1365],5.산학협력단전입금[1297],5.학교기업전입금[1304],3.교육부대수입[1060],4.입시수수료수입[1061],5.입학원서대[1062],5.수험료[1063],4.증명사용료수입[1064],5.증명료[1065],5.대여료및사용료[1066],4.기타교육부대수입[1067],5.논문심사수입[1068],5.실습수입[1069],5.기타교육부대수입[1070],3.교육외수입[1071],4.예금이자수입[1072],5.예금이자[1073],5.기금투자자산처분수입,4.기타교육외수입[1074],5.잡수입[1075],5.특별회계사업수입[1301],4.수익재산수입[1081],5.임대료수입[1082],5.배당금수입[1083],5.임농수산물수입[1084],5.기타수익재산수입[1085],2.자산및부채수입[1126],3.투자와기타자산수입[1087],4.투자자산수입[1088],5.투자유가증권매각대[1089],5.출자금회수[1090],5.부속병원투자자산회수,5.산학협력단투자자산회수,5.학교기업투자자산회수[1306],5.기타투자자산수입[1091],4.원금보존기금인출수입[1353],5.원금보존연구기금인출[1354],5.원금보존건축기금인출[1355],5.원금보존장학기금인출[1356],5.원금보존퇴직기금인출[1367],5.원금보존특정목적기금인출[1357],4.임의기금인출수입[1092],5.임의연구기금인출[1093],5.임의건축기금인출[1094],5.임의장학기금인출[1095],5.임의퇴직기금인출[1096],5.임의특정목적기금인출[1097],4.기타자산수입[1098],5.전신전화보증금회수[1099],5.임차보증금회수[1100],5.장기대여금회수[1101],5.수익용예금인출[1502],5.기타자산수입[1102],3.고정자산매각수입[1103],4.유형고정자산매각수입[1104],5.토지매각대[1105],5.건물매각대[1106],5.구축물매각대[1107],5.기계기구매각대[1108],5.집기비품매각대[1109],5.컨텐츠매각대[1319],5.차량운반구매각대[1110],5.도서매각대[1111],5.유물매각대[1112],4.무형고정자산매각수입[1113],5.무형고정자산매각대[1114],3.유동부채입금[1115],4.단기차입금[1116],5.단기차입금차입[1117],3.고정부채입금[1118],4.장기차입금[1119],5.장기차입금차입[1120],5.차관도입[1121],5.학교채발행[1122],4.기타고정부채[1123],5.임대보증금수입[1124],5.기타고정부채수입[1125],3.기본금[1371],4.출연기본금[1372],5.설립자기본금[1373],5.법인[1374],2.미사용전기이월자금[1127],3.미사용전기이월자금[1294],4.미사용전기이월자금[1381],1.자금지출총계[1293],2.운영지출[1241],3.보수[1136],4.교원보수[1137],5.교원급여[1138],5.교원상여금[1139],5.교원각종수당[1140],5.교원법정부담금(3)[1141],6.교원사학연금부담금(3)[1395],6.교원국민연금부담금(3)[1396],6.교원건강보험부담금(3)[1397],6.교원산재·고용보험부담금(3)[1398],6.교원퇴직수당부담금(3)[1511],5.시간강의료[1142],5.특별강의료[1143],5.교원퇴직금[1144],5.조교인건비[1145],4.직원보수[1146],5.직원급여[1147],5.직원상여금[1148],5.직원각종수당[1149],5.직원법정부담금(4)[1150],6.직원사학연금부담금(4)[1399],6.직원국민연금부담금(4)[1400],6.직원건강보험부담금(4)[1401],6.직원산재·고용보험부담금(4)[1402],6.직원퇴직수당부담금(4)[1503],5.임시직인건비[1151],5.노임[1152],5.직원퇴직금[1153],3.관리운영비[1154],4.시설관리비[1155],5.건축물관리비[1156],5.장비관리비[1157],5.조경관리비[1158],5.박물관관리비[1159],5.시설용역비[1160],5.보험료[1161],5.리스임차료[1162],5.기타시설관리비[1165],4.일반관리비[1166],5.여비교통비[1167],5.차량유지비[1168],5.소모품비[1169],5.인쇄출판비[1170],5.난방비[1171],5.전기수도료[1172],5.통신비[1173],5.제세공과금[1174],5.지급수수료[1175],4.운영비[1176],5.복리후생비[1177],5.교육훈련비[1178],5.일반용역비[1179],5.업무추진비[1180],5.기관장 업무추진비[1601],5.상임이사 업무추진비[1602],5.기타 업무추진비[1603],5.홍보비[1181],5.회의비[1182],5.행사비[1183],5.선교비[1184],5.기타운영비[1185],3.연구학생경비[1186],4.연구비[1187],5.연구비[1188],5.연구관리비[1189],4.학생경비[1190],5.교외장학금[1368],5.교내장학금[1369],5.장학금[1191],6.내부장학금[1330],6.외부장학금[1331],5.학비감면[1192],5.실험실습비[1193],5.논문심사료[1199],5.학생지원비[1200],5.기타학생경비[1201],4.입시관리비[1202],5.입시수당[1203],5.입시경비[1204],3.교육외비용[1205],4.지급이자[1206],5.지급이자[1207],4.기타교육외비용[1208],5.잡손실[1209],5.특별회계사업비,5.기금투자자산처분손실,3.전출금[1216],4.전출금[1217],5.경상비전출금[1218],5.법정부담전출금[1223],6.교원법정전출금(5)[1403],7.교원사학연금전출금(5)[1404],7.교원국민연금전출금(5)[1405],7.교원건강보험전출금(5)[1406],7.교원산재·고용보험전출금(5)[1407],7.교원퇴직수당전출금(5)[1504],6.직원법정전출금(6)[1408],7.직원사학연금전출금(6)[1409],7.직원국민연금전출금(6)[1410],7.직원건강보험전출금(6)[1411],7.직원산재·고용보험전출금(6)[1412],7.직원퇴직수당전출금(6)[1505],5.자산전출금[1228],6.자금전출금[1341],6.현물전출금[1342],5.부속병원전출금[1233],5.특별회계전출금[1235],5.교내전출금[1240],5.등록금회계전출금,5.비등록금회계전출금[1359],6.건축적립금적립액[1512],6.차입원리금상환액[1513],4.산학협력단및학교기업전출금[1366],5.산학협력단전출금[1296],5.학교기업전출금[1343],3.예비비[1347],4.예비비[1348],5.예비비[1349],2.자산및부채지출[1242],3.투자와기타자산지출[1243],4.설치학교[1375],5.대학[1376],5.전문대학[1377],5.원격대학[1378],5.초중고교[1379],5.부속병원[1380],4.투자자산지출[1244],5.투자유가증권매입대[1245],5.출자금지출[1246],5.부속병원투자지출[1247],5.산학협력단투자자산지출,5.학교기업투자자산지출[1305],5.기타투자자산지출[1248],4.원금보존기금적립지출[1360],5.원금보존연구기금적립[1361],5.원금보존건축기금적립[1362],5.원금보존장학기금적립[1363],5.원금보존퇴직기금적립[1370],5.원금보존특정목적기금적립[1364],4.임의기금적립지출[1249],5.임의연구기금적립[1250],5.임의건축기금적립[1251],5.임의장학기금적립[1252],5.임의퇴직기금적립[1253],5.임의특정목적기금적립[1254],4.기타자산지출[1255],5.전신전화보증금지출[1256],5.임차보증금지출[1257],5.장기대여금지출[1258],5.수익용예금예치[1506],5.기타자산지출[1259],3.고정자산매입지출[1260],4.유형고정자산매입지출[1261],5.토지매입비[1262],5.건물매입비[1263],5.구축물매입비[1264],5.기계기구매입비[1265],5.집기비품매입비[1266],5.컨텐츠매입비[1346],5.차량운반구매입비[1267],5.도서구입비[1268],5.박물관유물구입비[1269],5.건설가계정[1270],4.무형고정자산취득비[1271],5.무형고정자산취득비[1272],3.유동부채상환[1273],4.단기차입금상환[1274],5.단기차입금상환[1275],3.고정부채상환[1276],4.장기차입금상환[1277],5.장기차입금상환[1278],5.차관상환[1279],5.학교채상환[1280],4.기타고정부채상환[1281],5.임대보증금환급[1282],5.장기미지급금상환[1283],5.기타고정부채의상환[1284],2.미사용차기이월자금[1285],3.미사용차기이월자금[1295],4.미사용차기이월자금[1382],7.학부수업료[1604],7.학부계절학기수업료[1605],7.대학원수업료[1606],7.대학원계절학기수업료[1607],5.기타국고지원[1514],5.유동성장기부채상환[1608]
화성의과학대학교,신경학원,대학,사립,일반,경기,교비,2024년,8065655.0,6241636.0,3260381.0,3260381.0,,,,,3260381.0,3260381.0,,,,,,2877200.0,2732068.0,2354914.0,377154.0,266178.0,120595.0,6644.0,62941.0,4475.0,71523.0,110976.0,48541.0,14244.0,33216.0,7958.0,7017.0,,,,,,,,,,,,81287.0,56200.0,40000.0,,16200.0,25087.0,,,25087.0,,,,,63845.0,15140.0,15140.0,,,10997.0,,,,83114.0,64612.0,,64612.0,10523.0,1227.0,9296.0,7980.0,,,7980.0,20941.0,18738.0,18738.0,,2203.0,2203.0,,,,,,,2352535.0,100000.0,,,,,,,,,,,,,,100000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1372029.0,,,,,1372029.0,,1372029.0,880506.0,880506.0,,880506.0,-528515.0,-528515.0,-528515.0,8065655.0,5512107.0,3962571.0,3043144.0,1994141.0,,469473.0,254035.0,118166.0,4215.0,60513.0,2046.0,69095.0,313674.0,9790.0,2030.0,,919427.0,403069.0,,152922.0,98834.0,46112.0,11816.0,30788.0,5530.0,4588.0,251897.0,,12706.0,732892.0,332175.0,18577.0,81828.0,11946.0,,138481.0,4346.0,76996.0,,204383.0,10746.0,,28544.0,1572.0,,119593.0,25358.0,14344.0,4225.0,196335.0,17981.0,3048.0,150456.0,,1009.0,,2100.0,6520.0,9987.0,3242.0,,1993.0,809900.0,45812.0,38222.0,7590.0,700609.0,22348.0,434636.0,,,,,68935.0,,174690.0,,63479.0,10610.0,52868.0,6744.0,,,6744.0,6744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187795.0,88778.0,,,,,,,,,,,,,,,,,,,,14778.0,,14735.0,43.0,,,74000.0,,,,,74000.0,1099017.0,1099017.0,,927631.0,,13922.0,36727.0,,,67862.0,,52875.0,,,,,,,,,,,,,,,1365753.0,1365753.0,1365753.0,3253556.0,6825.0,,,37708.0,
청운대학교,혜전학원,대학,사립,산업,충남,교비,2024년,75442053.0,71616753.0,39222637.0,38510531.0,191750.0,,191750.0,,38318781.0,35863453.0,2455328.0,,712106.0,712106.0,,29870556.0,532000.0,8000.0,524000.0,524000.0,524000.0,,,,,,,,,,,,,,,,,,,,,,429654.0,104830.0,46000.0,,58830.0,324824.0,53300.0,123174.0,148350.0,,,,,28908902.0,27908575.0,20692274.0,7216301.0,,211340.0,,,,2062194.0,215200.0,,215200.0,1794011.0,8141.0,1785870.0,52983.0,4700.0,,48283.0,461366.0,367604.0,367604.0,,93762.0,93762.0,,,,,,,924400.0,812000.0,,,,,,,,,,,,,,605000.0,80000.0,325000.0,200000.0,,,207000.0,,207000.0,,,,800.0,800.0,,,,,,,800.0,,,,,,,,111600.0,,,,,111600.0,111600.0,,,,,,2900900.0,2900900.0,2900900.0,75442053.0,68522715.0,26791640.0,19097610.0,10038350.0,,4191745.0,1534685.0,674776.0,156343.0,355116.0,71170.0,277280.0,2177480.0,,147978.0,1007372.0,7694030.0,3193812.0,,1564867.0,813860.0,417945.0,69220.0,260213.0,40917.0,25566.0,1941377.0,24450.0,155664.0,9213510.0,4184253.0,864851.0,498823.0,564837.0,,1622745.0,26328.0,135578.0,471090.0,2106054.0,75833.0,107437.0,36665.0,73764.0,38231.0,1363071.0,178985.0,174962.0,57105.0,2923203.0,90013.0,78660.0,430369.0,,11677.0,,18002.0,1400414.0,30133.0,115529.0,,748408.0,32466011.0,470995.0,327307.0,143688.0,31726789.0,21298553.0,7630236.0,,,,,929849.0,4700.0,1090879.0,772572.0,268227.0,67440.0,200787.0,51554.0,,,51554.0,51554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5270686.0,1088730.0,,,,,,,,,,,,,,,,,,,,1088730.0,4270.0,707710.0,12210.0,,364540.0,,,,,,,4163956.0,4163956.0,,812653.0,19000.0,1803449.0,271117.0,,61838.0,341679.0,,854220.0,,,,,,18000.0,,,,,18000.0,18000.0,,,1648652.0,1648652.0,1648652.0,35799555.0,63898.0,2455328.0,,788987.0,
호원대학교,정은학원,대학,사립,산업,전북,교비,2024년,67094509.0,64354505.0,35152531.0,33268801.0,,,,,33268801.0,33268801.0,,,1883730.0,1883730.0,,25253460.0,532000.0,,532000.0,370020.0,368578.0,,,,1442.0,161980.0,161980.0,,,,,,,,,,,,,,,,530115.0,10000.0,10000.0,,,520115.0,110112.0,63000.0,347002.0,,,,,24191345.0,23658635.0,15681769.0,7976867.0,,254868.0,,,,3711307.0,804485.0,,804485.0,2816978.0,5942.0,2811037.0,89844.0,,,89844.0,237207.0,178456.0,178456.0,,58751.0,58751.0,,,,,,,102506.0,102506.0,,,,,,,,,,,,,,101506.0,,,101506.0,,,1000.0,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637498.0,2637498.0,2637498.0,67094509.0,61293217.0,25456436.0,19503213.0,8943511.0,,1631502.0,1264586.0,477000.0,176226.0,266876.0,103928.0,240556.0,5339261.0,,436684.0,1887668.0,5953223.0,2018113.0,,1324466.0,777027.0,300205.0,122193.0,260160.0,69544.0,24925.0,1712088.0,,121530.0,9713994.0,6767684.0,2827875.0,329410.0,45632.0,,1352393.0,40380.0,2017162.0,154831.0,1733569.0,131809.0,15958.0,210417.0,26756.0,173455.0,878143.0,111766.0,130432.0,54831.0,1212741.0,63414.0,61501.0,372609.0,,4987.0,,39020.0,136589.0,11933.0,138669.0,,384019.0,25907127.0,291782.0,210623.0,81159.0,24803382.0,16251019.0,6173670.0,,,,,374539.0,,157769.0,1846385.0,811964.0,486662.0,325302.0,215659.0,38797.0,38797.0,176863.0,176863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3284157.0,591967.0,,,,,,,,,,,,,,,,,,,,591967.0,,506228.0,5737.0,,80002.0,,,,,,,2333266.0,2333266.0,,302700.0,,1306058.0,439702.0,,,284806.0,,,,,353924.0,353924.0,353924.0,5000.0,,,,,5000.0,5000.0,,,2517135.0,2517135.0,2517135.0,33268801.0,,,,277842.0,
개신대학원대학교,종암중앙학원,대학,사립,대학원,서울,교비,2024년,2554212.0,2028289.0,1671237.0,1571520.0,38300.0,,38300.0,,1533220.0,,1533220.0,,99717.0,99717.0,,277641.0,60000.0,3545.0,56455.0,23699.0,13926.0,,6918.0,2855.0,,32756.0,21062.0,550.0,10533.0,612.0,,,,,,,,,,,,,204866.0,202281.0,,155946.0,46335.0,2585.0,,705.0,1880.0,,,,,12775.0,12775.0,,12775.0,,,,,,42859.0,6130.0,,6130.0,32917.0,1417.0,31500.0,3812.0,2000.0,,1812.0,36553.0,30145.0,30145.0,,6408.0,6408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525923.0,525923.0,525923.0,2554212.0,1748178.0,845502.0,531389.0,236921.0,,58440.0,23699.0,13926.0,,6918.0,2855.0,,157350.0,54980.0,,,314113.0,222054.0,,56171.0,32756.0,21062.0,550.0,10533.0,612.0,,,,3132.0,166281.0,55606.0,11542.0,30308.0,228.0,,5364.0,1978.0,6186.0,,63518.0,,2530.0,6427.0,10174.0,,27914.0,8194.0,2509.0,5770.0,47157.0,2927.0,3007.0,1018.0,,552.0,,7972.0,19863.0,1086.0,7227.0,,3504.0,736393.0,19675.0,19675.0,,707148.0,1680.0,701395.0,,,,,,270.0,3803.0,,9570.0,2205.0,7365.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82073.0,82073.0,,10250.0,,7380.0,9671.0,,49808.0,4964.0,,,,,,,,,,,,,,,,,723960.0,723960.0,723960.0,,,1533220.0,,,
건신대학원대학교,복음신학원,대학,사립,대학원,대전,교비,2024년,1438946.0,1361434.0,1130526.0,1063046.0,45319.0,,45319.0,,1017727.0,,1017727.0,,67480.0,67480.0,,153169.0,41183.0,,41183.0,26646.0,25492.0,,,,1154.0,14537.0,14537.0,,,,,,,,,,,,,,,,111986.0,93296.0,,23730.0,69566.0,18690.0,,13240.0,5450.0,,,,,,,,,,,,,,69406.0,4890.0,,4890.0,662.0,78.0,584.0,63854.0,54242.0,,9612.0,8333.0,1242.0,1242.0,,7091.0,7091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77512.0,77512.0,77512.0,1438946.0,1298660.0,934082.0,721083.0,468192.0,,62915.0,43470.0,25492.0,2536.0,12713.0,1575.0,1154.0,127270.0,19236.0,,,213000.0,140688.0,,24065.0,21544.0,14537.0,,6793.0,213.0,,18367.0,,8336.0,132120.0,36084.0,10687.0,1997.0,,,4796.0,488.0,17520.0,597.0,58928.0,1549.0,,8178.0,9049.0,,26719.0,3310.0,4744.0,5379.0,37108.0,4463.0,720.0,8524.0,,1944.0,,2033.0,15045.0,1003.0,3377.0,,,229117.0,7100.0,3100.0,4000.0,217517.0,22890.0,139276.0,,,,,,39140.0,13416.0,2795.0,4500.0,4500.0,,3340.0,,,3340.0,3340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28167.0,28167.0,,,,,15687.0,,,12480.0,,,,,,,,,,,,,,,,,112120.0,112120.0,112120.0,,,1017727.0,,,
경안대학원대학교,경안신학원,대학,사립,대학원,경북,교비,2024년,440905.0,466506.0,288488.0,283088.0,18000.0,,18000.0,,265088.0,,265088.0,,5400.0,5400.0,,165373.0,47700.0,47700.0,,,,,,,,,,,,,,,,,,,,,,,,,117673.0,112693.0,,94000.0,18693.0,4980.0,,500.0,4480.0,,,,,,,,,,,,,,11867.0,2400.0,,2400.0,632.0,132.0,500.0,8835.0,7200.0,,1635.0,777.0,32.0,32.0,,746.0,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25601.0,-25601.0,-25601.0,440905.0,582689.0,292029.0,222044.0,162529.0,1200.0,8846.0,13565.0,7036.0,1495.0,4197.0,836.0,,35100.0,,805.0,,69986.0,51669.0,2267.0,2700.0,13350.0,3758.0,464.0,2177.0,198.0,6754.0,,,,64837.0,22977.0,,10824.0,,,830.0,696.0,4260.0,6366.0,28297.0,,387.0,1993.0,407.0,,20659.0,3832.0,573.0,446.0,13563.0,1144.0,,6323.0,,270.0,,651.0,,48.0,1495.0,,3632.0,80822.0,990.0,,990.0,77432.0,5680.0,62006.0,,,,,,7200.0,,2546.0,2400.0,1074.0,1326.0,145001.0,,,145001.0,145001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,288.0,,,,,,,,288.0,,,,,,,,,,,,,,,,,-142072.0,-142072.0,-142072.0,,,265088.0,,,
구세군사관대학원대학교,구세군학원,대학,사립,대학원,경기,교비,2024년,1683154.0,1420645.0,98133.0,98133.0,,,,,98133.0,,98133.0,,,,,1255581.0,877570.0,819413.0,58157.0,27013.0,12013.0,,5712.0,,9288.0,31144.0,2507.0,8890.0,13546.0,6200.0,,,,,,,,,,,,,378011.0,205346.0,11460.0,14795.0,179091.0,172665.0,2100.0,55815.0,114750.0,,,,,,,,,,,,,,51667.0,300.0,,300.0,50897.0,9.0,50888.0,470.0,,,470.0,15263.0,14218.0,14218.0,,1045.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262509.0,262509.0,262509.0,1683154.0,1328531.0,684206.0,289357.0,201305.0,,18040.0,27013.0,12013.0,,5712.0,,9288.0,33300.0,9700.0,,,394849.0,270500.0,,67515.0,31144.0,2507.0,8890.0,13546.0,6200.0,,,,25689.0,353600.0,146747.0,115417.0,10086.0,1168.0,,6939.0,4598.0,4862.0,3678.0,155349.0,8716.0,13932.0,19509.0,5849.0,29469.0,60134.0,11741.0,1672.0,4327.0,51504.0,7707.0,2368.0,14840.0,,935.0,,,12068.0,80.0,9642.0,3277.0,587.0,290724.0,13300.0,13300.0,,277124.0,54445.0,96533.0,,,,,,,126145.0,,300.0,50.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143252.0,11753.0,,,,,,,,,,,,,,,,,,,,11753.0,,11753.0,,,,,,,,,,131499.0,131499.0,,,,70000.0,18545.0,,36762.0,6192.0,,,,,,,,,,,,,,,,,211371.0,211371.0,211371.0,,,98133.0,,,
국제뇌교육종합대학원대학교,한문화학원,대학,사립,대학원,충남,교비,2024년,2914732.0,2495567.0,2267963.0,2237629.0,102068.0,,102068.0,,2135561.0,,2135561.0,,30334.0,30334.0,,66260.0,24000.0,,24000.0,9714.0,9714.0,,,,,14286.0,5616.0,,,,8669.0,,,,,,,,,,,,42260.0,42260.0,,,42260.0,,,,,,,,,,,,,,,,,,112745.0,17200.0,17200.0,,1942.0,482.0,1460.0,93603.0,16100.0,11394.0,66109.0,48599.0,20348.0,20348.0,,28252.0,28252.0,,,,,,,342370.0,342370.0,,,,,,,,,,,,,,342370.0,33395.0,224976.0,83999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76795.0,76795.0,76795.0,2914732.0,2437898.0,1601282.0,1001317.0,581691.0,75937.0,55547.0,84864.0,33354.0,2430.0,15408.0,5075.0,28598.0,193564.0,,9714.0,,599964.0,463083.0,,13656.0,84040.0,45876.0,1186.0,27386.0,923.0,8669.0,39186.0,,,438286.0,156075.0,46756.0,48554.0,4823.0,,8966.0,2160.0,18004.0,26812.0,195179.0,7307.0,1589.0,16277.0,1307.0,2168.0,52327.0,40332.0,42639.0,31233.0,87032.0,20684.0,4437.0,27053.0,,,,594.0,12156.0,3022.0,18391.0,,694.0,398323.0,53959.0,,53959.0,327166.0,3000.0,296101.0,,,,,1760.0,16100.0,2460.0,7745.0,17198.0,,17198.0,8.0,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211120.0,182518.0,,,,,,,,,,,,,,,,,,,,182518.0,1395.0,153344.0,27779.0,,,,,,,,,28602.0,28602.0,,,,22806.0,5796.0,,,,,,,,,,,,,,,,,,,,265713.0,265713.0,265713.0,,,2135561.0,,,
국제법률경영대학원대학교,국제법률경영학원,대학,사립,대학원,경기,교비,2024년,-2519349.0,361521.0,314658.0,297429.0,,,,,297429.0,,297429.0,,17230.0,17230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28438.0,,,,28438.0,,28438.0,,,,,18425.0,3.0,3.0,,18422.0,18422.0,,,,,,,40960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40960.0,15700.0,15700.0,,,25260.0,,25260.0,,,,,-2921831.0,-2921831.0,-2921831.0,-2519349.0,958534.0,631410.0,352029.0,259800.0,,33000.0,22319.0,15877.0,,6443.0,,,36910.0,,,,279380.0,193737.0,,45373.0,33426.0,22366.0,702.0,9460.0,899.0,,6845.0,,,239667.0,59195.0,,,,,50.0,1718.0,3845.0,53582.0,164672.0,,,904.0,,,143035.0,19741.0,,992.0,15800.0,,,15800.0,,,,,,,,,,87432.0,,,,87432.0,,85971.0,,,,,77.0,,,1384.0,,,,26.0,,,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31890.0,,,,,31890.0,,,31890.0,-3509774.0,-3509774.0,-3509774.0,,,297429.0,,,
국제언어대학원대학교,혁제학원,대학,사립,대학원,서울,교비,2024년,3557478.0,2927260.0,2330840.0,1984629.0,49500.0,,49500.0,,1935129.0,,1935129.0,,346211.0,346211.0,,150600.0,130000.0,22647.0,107354.0,48186.0,23931.0,5619.0,13179.0,5458.0,,59167.0,37986.0,194.0,20807.0,180.0,,,,,,,,,,,,,17600.0,17600.0,,,17600.0,,,,,,,,,,,,,,,3000.0,3000.0,,172214.0,6150.0,,6150.0,104934.0,162.0,104773.0,61130.0,250.0,,60880.0,273606.0,271729.0,271729.0,,1877.0,1877.0,,,,,,,600000.0,600000.0,,,,,,,,,,,,,,600000.0,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30217.0,30217.0,30217.0,3557478.0,3141538.0,1506928.0,875534.0,500525.0,8923.0,40120.0,48186.0,23931.0,5619.0,13179.0,5458.0,,274170.0,3609.0,,,631395.0,521430.0,30190.0,20608.0,59167.0,37986.0,194.0,20807.0,180.0,,,,,793675.0,494519.0,195788.0,24853.0,,,218624.0,9191.0,46063.0,,164105.0,14243.0,3719.0,23623.0,133.0,7679.0,72367.0,9558.0,1773.0,31010.0,135052.0,41119.0,3255.0,9261.0,,6919.0,,14019.0,51015.0,139.0,9325.0,,,838554.0,,,,833003.0,,771999.0,,,,,46386.0,250.0,10596.0,3772.0,5551.0,3106.0,2445.0,2380.0,,,2380.0,2380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95255.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,,10000.0,,,,85255.0,85255.0,,,,60325.0,24929.0,,,,,,,,,,,,,,,,,,,,320685.0,320685.0,320685.0,,,1935129.0,,,
능인대학원대학교,한국불교학원,대학,사립,대학원,경기,교비,2024년,751652.0,716156.0,352620.0,352620.0,21540.0,,21540.0,,331080.0,,331080.0,,,,,349752.0,208821.0,182544.0,26277.0,20991.0,15347.0,,5644.0,,,5286.0,,438.0,3205.0,1642.0,,,,,,,,,,,,,140931.0,140931.0,,140931.0,,,,,,,,,,,,,,,,,,,9430.0,2030.0,2030.0,,1700.0,1700.0,,5700.0,600.0,,5100.0,4355.0,71.0,71.0,,4284.0,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35496.0,35496.0,35496.0,751652.0,722505.0,379896.0,280941.0,227531.0,,15620.0,20991.0,15347.0,,5644.0,,,16800.0,,,,98955.0,82494.0,,420.0,5286.0,,438.0,3205.0,1642.0,,2940.0,,7815.0,127599.0,36363.0,5353.0,276.0,,,21265.0,3264.0,5281.0,924.0,72261.0,,615.0,1301.0,,4392.0,41780.0,23782.0,130.0,262.0,18975.0,10302.0,,7260.0,,,,,,1413.0,,,,215010.0,1000.0,1000.0,,212180.0,,211340.0,,,,,,600.0,,240.0,1830.0,1830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,144.0,,,144.0,29003.0,29003.0,29003.0,,,331080.0,,,
