reference_year,row_no,university_name,school_type,founding_type,region_name,size_group,regular_staff_certified,regular_staff_not_certified,non_regular_staff_certified,non_regular_staff_not_certified,total_staff_certified,total_staff_not_certified,enrolled_students,library_staff_per_1000_students_original,student_count_basis,schema_group,library_staff_per_1000_students_recalculated,source_file_name,metric_calc_status,metric_value_was_infinite_or_invalid,scope_school_id,is_scope34_exact,is_comparison11,standardization_source
2013,233,세종대학교,대학,사립,서울,A그룹,14.0,0.0,0.0,3.0,14.0,3.0,13482,1.100000023841858,current_year,legacy_2008_2016,1.1496810562231123,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified
2013,244,숙명여자대학교,대학,사립,서울,A그룹,16.0,1.0,3.0,0.0,19.0,1.0,13345,1.399999976158142,current_year,legacy_2008_2016,1.438741101536156,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified
2013,249,숭실대학교,대학,사립,서울,A그룹,13.0,0.0,4.0,6.0,17.0,6.0,16825,1.100000023841858,current_year,legacy_2008_2016,1.1411589895988112,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified
2013,269,연세대학교,대학,사립,서울,A그룹,51.0,5.0,34.0,28.0,85.0,33.0,30909,3.0999999046325684,current_year,legacy_2008_2016,3.112362095182633,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified
2013,304,이화여자대학교,대학,사립,서울,A그룹,28.0,2.0,36.0,5.0,64.0,7.0,22234,2.700000047683716,current_year,legacy_2008_2016,2.7390483043986684,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified
2013,313,장로회신학대학교,대학,사립,서울,C그룹,4.0,2.0,2.0,1.0,6.0,3.0,2287,3.4000000953674316,current_year,legacy_2008_2016,3.3668561434193265,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified
2013,334,중앙대학교,대학,사립,서울,A그룹,21.0,0.0,1.0,0.0,22.0,0.0,28479,0.800000011920929,current_year,legacy_2008_2016,0.7654763158818779,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified
2013,348,총신대학교,대학,사립,서울,C그룹,4.0,2.0,1.0,0.0,5.0,2.0,3727,1.7000000476837158,current_year,legacy_2008_2016,1.717198819425812,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified
2013,349,추계예술대학교,대학,사립,서울,C그룹,3.0,1.0,0.0,0.0,3.0,1.0,1417,2.700000047683716,current_year,legacy_2008_2016,2.681721947776994,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified
2013,378,한국성서대학교,대학,사립,서울,C그룹,2.0,1.0,0.0,0.0,2.0,1.0,1356,2.0999999046325684,current_year,legacy_2008_2016,2.0648967551622417,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified
2013,384,한국외국어대학교,대학,사립,서울,A그룹,26.0,0.0,0.0,1.0,26.0,1.0,19695,1.2999999523162842,current_year,legacy_2008_2016,1.3455191673013456,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified
2013,436,한성대학교,대학,사립,서울,B그룹,5.0,4.0,9.0,2.0,14.0,6.0,8170,2.0,current_year,legacy_2008_2016,2.00734394124847,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified
2013,439,한양대학교,대학,사립,서울,A그룹,28.0,0.0,3.0,0.0,31.0,0.0,22592,1.2999999523162842,current_year,legacy_2008_2016,1.3456090651558077,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified
2013,454,홍익대학교,대학,사립,서울,A그룹,18.0,3.0,12.0,2.0,30.0,5.0,22346,1.399999976158142,current_year,legacy_2008_2016,1.387272890002685,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified
2014,8,감리교신학대학교,대학,사립,서울,C그룹,3.0,0.0,0.0,0.0,3.0,0.0,1576,1.899999976158142,current_year,legacy_2008_2016,1.9035532994923856,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified
2014,12,강서대학교,대학,사립,서울,C그룹,1.0,0.0,1.0,1.0,2.0,1.0,1592,1.399999976158142,current_year,legacy_2008_2016,1.444723618090452,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified
2014,18,건국대학교,대학,사립,서울,A그룹,10.0,8.0,21.0,1.0,31.0,9.0,20328,1.7000000476837158,current_year,legacy_2008_2016,1.6578118850846124,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified
2014,43,경희대학교,대학,사립,서울,A그룹,28.0,3.0,21.0,7.0,49.0,10.0,32137,1.600000023841858,current_year,legacy_2008_2016,1.57762081090332,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified
2014,48,고려대학교,대학,사립,서울,A그룹,37.0,1.0,15.0,1.0,52.0,2.0,29387,1.7000000476837158,current_year,legacy_2008_2016,1.711641201891993,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified
2014,57,광운대학교,대학,사립,서울,B그룹,6.0,1.0,8.0,0.0,14.0,1.0,10605,1.2000000476837158,current_year,legacy_2008_2016,1.2446958981612448,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified
2014,80,국민대학교,대학,사립,서울,A그룹,10.0,1.0,11.0,14.0,21.0,15.0,18224,1.5,current_year,legacy_2008_2016,1.4596136962247586,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified
2014,130,덕성여자대학교,대학,사립,서울,B그룹,8.0,1.0,6.0,1.0,14.0,2.0,6710,2.0999999046325684,current_year,legacy_2008_2016,2.101341281669151,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified
2014,132,동국대학교,대학,사립,서울,A그룹,12.0,0.0,6.0,4.0,18.0,4.0,17349,1.100000023841858,current_year,legacy_2008_2016,1.0836359444348378,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified
2014,135,동덕여자대학교,대학,사립,서울,B그룹,8.0,0.0,8.0,0.0,16.0,0.0,8493,1.7000000476837158,current_year,legacy_2008_2016,1.6955139526669023,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified
2014,183,삼육대학교,대학,사립,서울,B그룹,5.0,3.0,0.0,4.0,5.0,7.0,6258,1.5,current_year,legacy_2008_2016,1.5020773410035155,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified
2014,185,상명대학교,대학,사립,서울,A그룹,11.0,4.0,9.0,9.0,20.0,13.0,14725,1.7999999523162842,current_year,legacy_2008_2016,1.7589134125636672,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified
2014,188,서강대학교,대학,사립,서울,A그룹,20.0,3.0,5.0,5.0,25.0,8.0,11614,2.5,current_year,legacy_2008_2016,2.4883760978129845,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified
2014,189,서경대학교,대학,사립,서울,B그룹,2.0,6.0,1.0,4.0,3.0,10.0,7186,1.2999999523162842,current_year,legacy_2008_2016,1.3359309768995271,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified
2014,196,서울기독대학교,대학,사립,서울,C그룹,1.0,0.0,0.0,1.0,1.0,1.0,891,1.7000000476837158,current_year,legacy_2008_2016,1.6835016835016834,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified
2014,209,서울여자대학교,대학,사립,서울,B그룹,4.0,1.0,10.0,0.0,14.0,1.0,8520,1.5,current_year,legacy_2008_2016,1.5023474178403755,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified
2014,213,서울한영대학교,대학,사립,서울,C그룹,2.0,1.0,0.0,1.0,2.0,2.0,1000,3.299999952316284,current_year,legacy_2008_2016,3.3,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified
2014,223,성공회대학교,대학,사립,서울,C그룹,4.0,1.0,0.0,0.0,4.0,1.0,2594,1.899999976158142,current_year,legacy_2008_2016,1.8504240555127216,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified
2014,224,성균관대학교,대학,사립,서울,A그룹,23.0,4.0,32.0,3.0,55.0,7.0,27048,2.0,current_year,legacy_2008_2016,1.9705708370304644,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified
2014,227,성신여자대학교,대학,사립,서울,A그룹,6.0,1.0,6.0,8.0,12.0,9.0,11238,1.399999976158142,current_year,legacy_2008_2016,1.3881473571809932,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified
2014,233,세종대학교,대학,사립,서울,A그룹,9.0,0.0,0.0,3.0,9.0,3.0,13590,0.800000011920929,current_year,legacy_2008_2016,0.7726269315673289,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified
2014,244,숙명여자대학교,대학,사립,서울,A그룹,14.0,3.0,3.0,2.0,17.0,5.0,13141,1.5,current_year,legacy_2008_2016,1.5067346472871166,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified
2014,249,숭실대학교,대학,사립,서울,A그룹,12.0,0.0,3.0,0.0,15.0,0.0,15913,0.8999999761581421,current_year,legacy_2008_2016,0.904920505247282,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified
2014,269,연세대학교,대학,사립,서울,A그룹,47.0,5.0,33.0,30.0,80.0,35.0,31061,3.0,current_year,legacy_2008_2016,2.9747915392292583,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified
2014,304,이화여자대학교,대학,사립,서울,A그룹,29.0,3.0,36.0,5.0,65.0,8.0,22268,2.799999952316284,current_year,legacy_2008_2016,2.815699658703071,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified
2014,313,장로회신학대학교,대학,사립,서울,C그룹,4.0,1.0,3.0,1.0,7.0,2.0,2264,3.4000000953674316,current_year,legacy_2008_2016,3.4010600706713783,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified
2014,334,중앙대학교,대학,사립,서울,A그룹,23.0,5.0,3.0,1.0,26.0,6.0,28933,1.0,current_year,legacy_2008_2016,1.0334220440327653,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified
2014,348,총신대학교,대학,사립,서울,C그룹,3.0,4.0,1.0,1.0,4.0,5.0,3868,1.899999976158142,current_year,legacy_2008_2016,1.938986556359876,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified
2014,349,추계예술대학교,대학,사립,서울,C그룹,3.0,1.0,0.0,0.0,3.0,1.0,1362,2.799999952316284,current_year,legacy_2008_2016,2.790014684287812,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified
2014,378,한국성서대학교,대학,사립,서울,C그룹,2.0,1.0,0.0,0.0,2.0,1.0,1380,2.0,current_year,legacy_2008_2016,2.0289855072463765,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified
2014,384,한국외국어대학교,대학,사립,서울,A그룹,25.0,0.0,0.0,2.0,25.0,2.0,19312,1.2999999523162842,current_year,legacy_2008_2016,1.3463131731565865,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified
2014,436,한성대학교,대학,사립,서울,B그룹,5.0,4.0,8.0,1.0,13.0,5.0,8041,1.899999976158142,current_year,legacy_2008_2016,1.8778758860838207,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified
2014,439,한양대학교,대학,사립,서울,A그룹,26.0,0.0,2.0,0.0,28.0,0.0,22412,1.2000000476837158,current_year,legacy_2008_2016,1.2314831340353385,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified
2014,454,홍익대학교,대학,사립,서울,A그룹,18.0,3.0,10.0,4.0,28.0,7.0,22413,1.399999976158142,current_year,legacy_2008_2016,1.3563556864319817,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified
2015,8,감리교신학대학교,대학,사립,서울,C그룹,3.0,0.0,0.0,0.0,3.0,0.0,1550,1.899999976158142,current_year,legacy_2008_2016,1.935483870967742,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified
2015,12,강서대학교,대학,사립,서울,C그룹,2.0,0.0,0.0,0.0,2.0,0.0,1631,1.2000000476837158,current_year,legacy_2008_2016,1.226241569589209,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified
2015,18,건국대학교,대학,사립,서울,A그룹,10.0,7.0,18.0,0.0,28.0,7.0,19999,1.5,current_year,legacy_2008_2016,1.5000750037501875,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified
2015,43,경희대학교,대학,사립,서울,A그룹,28.0,3.0,25.0,3.0,53.0,6.0,32961,1.600000023841858,current_year,legacy_2008_2016,1.5745881496313825,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified
2015,48,고려대학교,대학,사립,서울,A그룹,36.0,2.0,15.0,1.0,51.0,3.0,29511,1.7000000476837158,current_year,legacy_2008_2016,1.697672054488157,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified
2015,57,광운대학교,대학,사립,서울,B그룹,5.0,1.0,8.0,0.0,13.0,1.0,10106,1.2000000476837158,current_year,legacy_2008_2016,1.207203641401148,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified
2015,80,국민대학교,대학,사립,서울,A그룹,11.0,0.0,11.0,15.0,22.0,15.0,18578,1.5,current_year,legacy_2008_2016,1.46948003014318,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified
2015,130,덕성여자대학교,대학,사립,서울,B그룹,6.0,0.0,7.0,1.0,13.0,1.0,6524,1.899999976158142,current_year,legacy_2008_2016,1.8546903740036789,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified
2015,132,동국대학교,대학,사립,서울,A그룹,12.0,0.0,8.0,1.0,20.0,1.0,17699,1.100000023841858,current_year,legacy_2008_2016,1.0678569410701169,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified
2015,135,동덕여자대학교,대학,사립,서울,B그룹,9.0,0.0,9.0,0.0,18.0,0.0,8324,1.899999976158142,current_year,legacy_2008_2016,1.9461797212878424,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified
2015,183,삼육대학교,대학,사립,서울,B그룹,3.0,6.0,0.0,2.0,3.0,8.0,6099,1.399999976158142,current_year,legacy_2008_2016,1.442859485161502,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified
2015,185,상명대학교,대학,사립,서울,A그룹,9.0,4.0,6.0,10.0,15.0,14.0,14994,1.5,current_year,legacy_2008_2016,1.467253568093904,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified
2015,188,서강대학교,대학,사립,서울,A그룹,19.0,1.0,5.0,5.0,24.0,6.0,11414,2.299999952316284,current_year,legacy_2008_2016,2.3041878394953565,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified
2015,189,서경대학교,대학,사립,서울,B그룹,2.0,5.0,2.0,4.0,4.0,9.0,7202,1.2999999523162842,current_year,legacy_2008_2016,1.3329630658150513,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified
2015,196,서울기독대학교,대학,사립,서울,C그룹,1.0,0.0,0.0,1.0,1.0,1.0,881,1.7000000476837158,current_year,legacy_2008_2016,1.70261066969353,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified
2015,209,서울여자대학교,대학,사립,서울,B그룹,5.0,1.0,9.0,1.0,14.0,2.0,8236,1.600000023841858,current_year,legacy_2008_2016,1.6391452161243325,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified
2015,213,서울한영대학교,대학,사립,서울,C그룹,2.0,1.0,0.0,1.0,2.0,2.0,1101,3.0,current_year,legacy_2008_2016,2.997275204359673,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified
2015,223,성공회대학교,대학,사립,서울,C그룹,5.0,0.0,0.0,0.0,5.0,0.0,2656,1.899999976158142,current_year,legacy_2008_2016,1.882530120481928,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified
2015,224,성균관대학교,대학,사립,서울,A그룹,22.0,3.0,29.0,6.0,51.0,9.0,27034,1.899999976158142,current_year,legacy_2008_2016,1.871717096988977,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified
2015,227,성신여자대학교,대학,사립,서울,A그룹,6.0,1.0,6.0,8.0,12.0,9.0,10846,1.399999976158142,current_year,legacy_2008_2016,1.438318274018071,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified
2015,233,세종대학교,대학,사립,서울,A그룹,8.0,0.0,0.0,3.0,8.0,3.0,13713,0.699999988079071,current_year,legacy_2008_2016,0.692773280828411,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified
2015,244,숙명여자대학교,대학,사립,서울,A그룹,13.0,2.0,3.0,2.0,16.0,4.0,13020,1.399999976158142,current_year,legacy_2008_2016,1.3824884792626728,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified
2015,249,숭실대학교,대학,사립,서울,A그룹,11.0,0.0,2.0,0.0,13.0,0.0,15546,0.800000011920929,current_year,legacy_2008_2016,0.8104978772674643,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified
2015,269,연세대학교,대학,사립,서울,A그룹,40.0,4.0,30.0,31.0,70.0,35.0,31191,2.700000047683716,current_year,legacy_2008_2016,2.65140585425283,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified
2015,304,이화여자대학교,대학,사립,서울,A그룹,27.0,2.0,35.0,4.0,62.0,6.0,21194,2.799999952316284,current_year,legacy_2008_2016,2.764933471737284,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified
2015,313,장로회신학대학교,대학,사립,서울,C그룹,4.0,1.0,3.0,1.0,7.0,2.0,2230,3.5,current_year,legacy_2008_2016,3.4529147982062782,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified
2015,334,중앙대학교,대학,사립,서울,A그룹,19.0,5.0,10.0,1.0,29.0,6.0,29150,1.100000023841858,current_year,legacy_2008_2016,1.0806174957118353,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified
2015,348,총신대학교,대학,사립,서울,C그룹,3.0,4.0,0.0,1.0,3.0,5.0,3978,1.7000000476837158,current_year,legacy_2008_2016,1.6842634489693311,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified
2015,349,추계예술대학교,대학,사립,서울,C그룹,3.0,1.0,0.0,0.0,3.0,1.0,1377,2.799999952316284,current_year,legacy_2008_2016,2.7596223674655045,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified
2015,378,한국성서대학교,대학,사립,서울,C그룹,2.0,0.0,0.0,1.0,2.0,1.0,1307,1.899999976158142,current_year,legacy_2008_2016,1.912777352716144,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified
2015,384,한국외국어대학교,대학,사립,서울,A그룹,26.0,0.0,0.0,2.0,26.0,2.0,19092,1.399999976158142,current_year,legacy_2008_2016,1.4142049025769956,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified
2015,436,한성대학교,대학,사립,서울,B그룹,7.0,0.0,8.0,1.0,15.0,1.0,7837,1.7999999523162842,current_year,legacy_2008_2016,1.773637871634554,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified
2015,439,한양대학교,대학,사립,서울,A그룹,26.0,0.0,3.0,2.0,29.0,2.0,22325,1.2999999523162842,current_year,legacy_2008_2016,1.3169092945128775,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified
2015,454,홍익대학교,대학,사립,서울,A그룹,18.0,3.0,8.0,6.0,26.0,9.0,22119,1.2999999523162842,current_year,legacy_2008_2016,1.34725801347258,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified
2016,8,감리교신학대학교,대학,사립,서울,C그룹,2.0,0.0,1.0,0.0,3.0,0.0,1576,1.7999999523162842,current_year,legacy_2008_2016,1.7766497461928932,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified
2016,12,강서대학교,대학,사립,서울,C그룹,1.0,1.0,0.0,0.0,1.0,1.0,1604,1.100000023841858,current_year,legacy_2008_2016,1.1221945137157108,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified
2016,18,건국대학교,대학,사립,서울,A그룹,11.0,6.0,17.0,1.0,28.0,7.0,19902,1.5,current_year,legacy_2008_2016,1.5023615717013368,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified
2016,43,경희대학교,대학,사립,서울,A그룹,27.0,3.0,25.0,1.0,52.0,4.0,33327,1.5,current_year,legacy_2008_2016,1.49728448405197,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified
2016,48,고려대학교,대학,사립,서울,A그룹,30.0,3.0,15.0,4.0,45.0,7.0,29540,1.600000023841858,current_year,legacy_2008_2016,1.5707515233581584,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified
2016,57,광운대학교,대학,사립,서울,B그룹,5.0,1.0,8.0,0.0,13.0,1.0,9807,1.2000000476837158,current_year,legacy_2008_2016,1.244009381054349,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified
2016,80,국민대학교,대학,사립,서울,A그룹,11.0,0.0,10.0,15.0,21.0,15.0,18182,1.5,current_year,legacy_2008_2016,1.4574854251457483,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified
2016,130,덕성여자대학교,대학,사립,서울,B그룹,6.0,0.0,8.0,2.0,14.0,2.0,6284,2.0999999046325684,current_year,legacy_2008_2016,2.132399745385105,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified
2016,132,동국대학교,대학,사립,서울,A그룹,13.0,0.0,7.0,1.0,20.0,1.0,17358,1.100000023841858,current_year,legacy_2008_2016,1.1003571840073745,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified
2016,135,동덕여자대학교,대학,사립,서울,B그룹,8.0,0.0,6.0,0.0,14.0,0.0,7397,1.7000000476837158,current_year,legacy_2008_2016,1.73043125591456,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified
2016,183,삼육대학교,대학,사립,서울,B그룹,2.0,5.0,0.0,1.0,2.0,6.0,6006,1.100000023841858,current_year,legacy_2008_2016,1.0822510822510822,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified
2016,185,상명대학교,대학,사립,서울,A그룹,10.0,4.0,4.0,11.0,14.0,15.0,14952,1.5,current_year,legacy_2008_2016,1.4646869983948636,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified
2016,188,서강대학교,대학,사립,서울,A그룹,19.0,0.0,6.0,4.0,25.0,4.0,11174,2.299999952316284,current_year,legacy_2008_2016,2.3089314480042957,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified
2016,189,서경대학교,대학,사립,서울,B그룹,2.0,4.0,0.0,5.0,2.0,9.0,7190,1.100000023841858,current_year,legacy_2008_2016,1.0709318497913771,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified
2016,196,서울기독대학교,대학,사립,서울,C그룹,1.0,1.0,0.0,1.0,1.0,2.0,761,3.0,current_year,legacy_2008_2016,3.0223390275952693,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified
2016,209,서울여자대학교,대학,사립,서울,B그룹,3.0,2.0,10.0,4.0,13.0,6.0,8058,1.7999999523162842,current_year,legacy_2008_2016,1.8118639861007693,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified
2016,213,서울한영대학교,대학,사립,서울,C그룹,3.0,0.0,0.0,1.0,3.0,1.0,1090,3.200000047683716,current_year,legacy_2008_2016,3.211009174311927,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified
2016,223,성공회대학교,대학,사립,서울,C그룹,4.0,0.0,0.0,0.0,4.0,0.0,2516,1.600000023841858,current_year,legacy_2008_2016,1.589825119236884,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified
